CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Riesgo
1.8,816.0,4.6,742.0,180.0,1009.0,109.0,1305.0,537.0,35.5,18.2,1.0376,Alto
1.8,715.0,2.1,589.0,180.0,1286.0,109.0,1127.0,390.0,35.1,15.7,0.8757,Alto
1.8,717.0,1.8,570.0,180.0,1326.0,109.0,1110.0,368.0,33.3,17.1,0.8592,Alto
1.8,711.0,2.8,640.0,180.0,1224.0,109.0,1084.0,391.0,36.6,11.8,0.7107,Alto
1.8,731.0,3.6,686.0,180.0,1212.0,109.0,1104.0,413.0,38.3,10.0,0.6591,Alto
1.8,752.0,4.0,713.0,180.0,1163.0,109.0,1144.0,435.0,37.3,10.9,0.6846,Alto
1.8,879.0,5.3,779.0,180.0,999.0,109.0,1347.0,535.0,34.6,20.0,1.0817,Alto
1.8,922.0,7.4,874.0,180.0,851.0,109.0,1447.0,663.0,30.4,28.2,1.204,Alto
1.8,958.0,8.0,900.0,180.0,782.0,109.0,1493.0,830.0,28.1,34.3,1.2821,Alto
1.8,949.0,7.4,876.0,180.0,773.0,109.0,1500.0,911.0,26.5,36.6,1.2484,Alto
1.8,922.0,6.1,818.0,180.0,826.0,109.0,1454.0,848.0,25.7,38.5,1.2548,Alto
1.8,902.0,5.5,790.0,180.0,856.0,109.0,1428.0,799.0,24.7,41.6,1.2751,Alto
1.8,932.0,6.2,820.0,180.0,817.0,109.0,1462.0,921.0,23.6,45.4,1.3067,Alto
1.8,870.0,4.4,733.0,180.0,903.0,109.0,1392.0,762.0,23.4,46.3,1.3134,Alto
1.8,812.0,3.4,675.0,180.0,995.0,109.0,1348.0,661.0,21.6,51.6,1.3171,Alto
1.8,773.0,2.4,613.0,180.0,1065.0,109.0,1321.0,597.0,21.2,53.3,1.328,Alto
1.8,769.0,2.0,582.0,180.0,1105.0,109.0,1306.0,616.0,20.6,55.1,1.3237,Alto
1.8,763.0,2.0,583.0,180.0,1093.0,109.0,1288.0,596.0,22.1,49.6,1.3022,Alto
1.8,809.0,3.8,701.0,180.0,997.0,109.0,1384.0,649.0,21.1,51.6,1.2784,Alto
1.8,893.0,7.6,881.0,180.0,810.0,109.0,1486.0,792.0,21.8,48.6,1.2556,Alto
1.8,1028.0,14.9,1146.0,180.0,638.0,109.0,1766.0,1080.0,21.7,49.1,1.2602,Alto
2.0,1011.0,12.0,1051.0,111.0,702.0,109.0,1659.0,1087.0,25.3,41.7,1.3243,Alto
1.8,994.0,9.2,947.0,180.0,764.0,109.0,1572.0,983.0,30.3,30.9,1.3096,Alto
1.6,937.0,8.2,908.0,86.0,822.0,83.0,1466.0,826.0,32.9,24.9,1.2269,Moderado
1.3,902.0,5.9,808.0,57.0,912.0,64.0,1408.0,632.0,34.4,23.5,1.2541,Moderado
1.0,860.0,4.7,748.0,39.0,955.0,50.0,1344.0,532.0,34.3,22.5,1.1974,Moderado
0.9,843.0,4.1,716.0,41.0,1005.0,53.0,1305.0,496.0,33.4,21.6,1.0927,Moderado
1.0,872.0,4.9,760.0,47.0,979.0,57.0,1314.0,513.0,36.1,18.4,1.0827,Moderado
1.1,857.0,5.2,775.0,45.0,979.0,55.0,1258.0,512.0,37.3,15.4,0.9692,Moderado
1.5,922.0,7.5,878.0,60.0,880.0,70.0,1363.0,615.0,36.8,16.2,0.9922,Moderado
1.5,951.0,7.4,875.0,51.0,856.0,68.0,1406.0,600.0,34.9,20.9,1.1463,Moderado
1.6,962.0,7.8,891.0,53.0,813.0,73.0,1442.0,634.0,30.8,26.5,1.1603,Moderado
1.7,957.0,8.6,926.0,72.0,758.0,92.0,1480.0,830.0,28.9,28.3,1.1078,Moderado
1.4,928.0,6.5,837.0,62.0,808.0,80.0,1410.0,871.0,27.0,30.7,1.079,Moderado
1.2,895.0,6.8,846.0,41.0,819.0,60.0,1371.0,787.0,26.6,30.6,1.0459,Moderado
1.1,902.0,5.7,797.0,32.0,845.0,49.0,1355.0,841.0,26.0,33.1,1.0955,Moderado
1.1,904.0,5.8,801.0,44.0,852.0,53.0,1400.0,862.0,24.1,37.9,1.1204,Moderado
1.2,919.0,5.7,799.0,29.0,844.0,50.0,1409.0,881.0,22.2,43.1,1.1396,Moderado
0.7,812.0,3.2,663.0,18.0,982.0,34.0,1265.0,709.0,22.8,41.3,1.1284,Bajo
0.5,776.0,2.1,590.0,180.0,1099.0,109.0,1245.0,602.0,21.2,43.8,1.088,Alto
0.4,762.0,1.7,563.0,12.0,1181.0,21.0,1208.0,492.0,21.7,42.6,1.0907,Bajo
0.7,786.0,2.8,642.0,39.0,1057.0,48.0,1270.0,592.0,20.2,47.1,1.1021,Bajo
1.1,868.0,5.7,798.0,83.0,866.0,71.0,1392.0,824.0,20.1,47.8,1.1093,Moderado
1.6,965.0,10.0,977.0,149.0,725.0,94.0,1515.0,1014.0,20.6,45.5,1.0925,Moderado
2.3,1049.0,14.5,1133.0,216.0,630.0,118.0,1662.0,1208.0,22.4,41.1,1.0979,Alto
1.6,1008.0,9.9,973.0,153.0,714.0,105.0,1509.0,1178.0,25.0,36.6,1.143,Alto
2.0,1008.0,11.2,1021.0,177.0,714.0,122.0,1549.0,1176.0,29.9,26.2,1.0891,Alto
1.6,973.0,8.3,911.0,126.0,800.0,121.0,1441.0,891.0,32.9,21.8,1.0714,Alto
1.6,964.0,9.5,959.0,96.0,787.0,115.0,1438.0,731.0,35.0,17.9,0.99,Alto
1.3,923.0,7.1,862.0,92.0,875.0,107.0,1363.0,626.0,34.6,18.2,0.9832,Alto
1.0,934.0,6.0,811.0,75.0,896.0,86.0,1343.0,553.0,33.8,22.8,1.1781,Moderado
1.6,1036.0,9.1,943.0,109.0,770.0,118.0,1509.0,770.0,36.3,19.5,1.1539,Alto
2.0,1076.0,10.4,994.0,133.0,723.0,129.0,1549.0,938.0,38.3,17.9,1.181,Alto
1.7,1055.0,8.7,927.0,87.0,757.0,90.0,1520.0,716.0,36.9,20.9,1.2864,Moderado
1.7,1081.0,9.0,938.0,80.0,728.0,87.0,1568.0,714.0,33.9,30.0,1.56,Moderado
1.4,1072.0,6.8,850.0,70.0,737.0,65.0,1604.0,702.0,29.8,43.4,1.7988,Moderado
1.3,1038.0,5.2,773.0,67.0,749.0,61.0,1568.0,687.0,27.5,50.4,1.8274,Moderado
1.3,1059.0,5.7,800.0,66.0,740.0,62.0,1604.0,739.0,27.5,50.4,1.8284,Moderado
1.6,1070.0,6.9,852.0,97.0,704.0,85.0,1639.0,867.0,28.1,48.0,1.7933,Moderado
1.8,1093.0,7.8,893.0,90.0,677.0,83.0,1678.0,927.0,26.9,49.6,1.7299,Moderado
1.5,1016.0,6.8,849.0,99.0,729.0,84.0,1609.0,872.0,26.0,48.0,1.5899,Moderado
1.3,988.0,6.3,825.0,71.0,756.0,71.0,1559.0,848.0,24.9,50.6,1.5747,Moderado
1.1,930.0,4.7,749.0,59.0,823.0,62.0,1464.0,777.0,23.7,53.2,1.5418,Moderado
0.5,815.0,2.0,584.0,180.0,1102.0,109.0,1363.0,513.0,24.5,50.9,1.5416,Alto
0.6,884.0,3.6,686.0,26.0,908.0,40.0,1439.0,651.0,22.9,56.1,1.5492,Bajo
0.7,913.0,4.4,730.0,47.0,883.0,50.0,1493.0,774.0,23.3,55.5,1.5636,Moderado
1.1,994.0,6.4,829.0,108.0,784.0,78.0,1581.0,982.0,23.6,54.2,1.5583,Moderado
1.9,1173.0,11.9,1047.0,160.0,631.0,89.0,1815.0,1175.0,24.9,52.9,1.643,Moderado
3.5,1314.0,21.0,1325.0,204.0,499.0,106.0,2143.0,1390.0,26.4,50.8,1.7166,Alto
2.9,1252.0,15.6,1168.0,193.0,557.0,107.0,1938.0,1352.0,28.1,47.4,1.7753,Alto
2.2,1151.0,12.1,1053.0,146.0,623.0,93.0,1835.0,1152.0,30.2,43.2,1.823,Moderado
2.0,1122.0,9.3,951.0,126.0,687.0,95.0,1729.0,1022.0,31.2,41.9,1.871,Moderado
1.7,1111.0,8.7,927.0,90.0,707.0,78.0,1715.0,922.0,33.9,36.0,1.8692,Moderado
1.6,1058.0,7.9,894.0,84.0,736.0,76.0,1648.0,825.0,33.9,34.1,1.7754,Moderado
1.3,972.0,6.2,820.0,60.0,811.0,66.0,1535.0,630.0,34.4,30.6,1.6402,Moderado
1.3,985.0,6.3,826.0,66.0,808.0,71.0,1544.0,621.0,35.3,28.5,1.6034,Moderado
1.3,1004.0,6.0,814.0,57.0,808.0,61.0,1520.0,602.0,36.3,28.3,1.6851,Moderado
1.6,1030.0,7.9,897.0,71.0,733.0,73.0,1592.0,668.0,35.3,29.4,1.6577,Moderado
1.3,965.0,5.8,802.0,51.0,821.0,54.0,1504.0,564.0,32.5,34.1,1.6453,Moderado
1.4,987.0,6.3,824.0,49.0,793.0,53.0,1541.0,581.0,29.1,42.1,1.6695,Moderado
1.4,923.0,6.0,811.0,59.0,804.0,69.0,1434.0,604.0,27.8,35.6,1.3116,Moderado
1.3,872.0,6.3,824.0,66.0,853.0,77.0,1346.0,590.0,27.0,30.0,1.0542,Moderado
1.4,939.0,6.8,849.0,72.0,804.0,83.0,1479.0,650.0,26.3,37.3,1.2555,Moderado
1.5,954.0,7.0,855.0,89.0,792.0,94.0,1474.0,745.0,25.2,40.8,1.2877,Moderado
1.5,969.0,7.0,857.0,75.0,753.0,84.0,1485.0,821.0,24.3,43.3,1.2973,Moderado
0.9,882.0,5.0,763.0,38.0,879.0,55.0,1388.0,656.0,23.3,45.3,1.2794,Moderado
0.6,805.0,2.8,637.0,24.0,1048.0,35.0,1276.0,520.0,24.1,44.0,1.3034,Bajo
0.5,790.0,2.1,590.0,180.0,1122.0,109.0,1257.0,493.0,23.8,44.8,1.3061,Alto
1.8,779.0,1.7,560.0,19.0,1189.0,31.0,1231.0,487.0,23.0,47.7,1.3232,Bajo
0.5,842.0,2.8,640.0,40.0,1070.0,45.0,1293.0,595.0,23.7,46.7,1.3501,Bajo
1.0,841.8478260869565,2.8217391304347825,641.2826086956521,63.0,1066.5652173913045,59.0,1294.4782608695652,599.3695652173913,23.61521739130435,46.97391304347826,1.350108695652174,Moderado
1.9,841.695652173913,2.843478260869565,642.5652173913044,121.0,1063.1304347826087,83.0,1295.9565217391305,603.7391304347826,23.53043478260869,47.24782608695652,1.3501173913043478,Moderado
2.6,841.5434782608696,2.8652173913043475,643.8478260869565,143.0,1059.695652173913,90.0,1297.4347826086955,608.1086956521739,23.445652173913043,47.52173913043479,1.350126086956522,Moderado
1.7,841.3913043478261,2.88695652173913,645.1304347826087,104.0,1056.2608695652175,87.0,1298.9130434782608,612.4782608695652,23.360869565217392,47.79565217391305,1.3501347826086958,Moderado
1.7,841.2391304347826,2.908695652173913,646.4130434782609,111.0,1052.8260869565215,83.0,1300.391304347826,616.8478260869565,23.276086956521738,48.06956521739131,1.3501434782608697,Moderado
1.4,841.0869565217391,2.930434782608696,647.695652173913,83.0,1049.391304347826,71.0,1301.8695652173913,621.2173913043479,23.191304347826087,48.34347826086957,1.3501521739130435,Moderado
1.6,840.9347826086956,2.9521739130434783,648.9782608695652,90.0,1045.9565217391305,77.0,1303.3478260869565,625.5869565217391,23.10652173913044,48.61739130434783,1.3501608695652174,Moderado
1.3,840.7826086956521,2.973913043478261,650.2608695652174,82.0,1042.5217391304348,75.0,1304.8260869565215,629.9565217391305,23.02173913043478,48.891304347826086,1.3501695652173913,Moderado
0.9,840.6304347826087,2.9956521739130437,651.5434782608696,48.0,1039.0869565217392,52.0,1306.304347826087,634.3260869565217,22.93695652173913,49.16521739130435,1.3501782608695654,Moderado
1.4,840.4782608695652,3.017391304347826,652.8260869565217,89.0,1035.6521739130435,76.0,1307.7826086956522,638.695652173913,22.85217391304348,49.43913043478261,1.3501869565217393,Moderado
1.0,840.3260869565217,3.0391304347826087,654.1086956521739,58.0,1032.2173913043478,60.0,1309.2608695652175,643.0652173913044,22.767391304347825,49.71304347826087,1.3501956521739131,Moderado
2.2,840.1739130434783,3.060869565217391,655.3913043478261,129.0,1028.7826086956522,99.0,1310.7391304347825,647.4347826086956,22.68260869565217,49.98695652173913,1.350204347826087,Moderado
1.9,840.0217391304348,3.0826086956521737,656.6739130434783,103.0,1025.3478260869565,88.0,1312.2173913043478,651.804347826087,22.597826086956523,50.26086956521739,1.3502130434782609,Moderado
2.1,839.8695652173913,3.1043478260869564,657.9565217391304,115.0,1021.9130434782608,91.0,1313.695652173913,656.1739130434783,22.51304347826087,50.53478260869565,1.3502217391304348,Moderado
1.7,839.7173913043479,3.126086956521739,659.2391304347826,108.0,1018.4782608695652,91.0,1315.1739130434785,660.5434782608695,22.428260869565214,50.80869565217392,1.3502304347826088,Moderado
1.0,839.5652173913044,3.1478260869565213,660.5217391304348,60.0,1015.0434782608696,68.0,1316.6521739130435,664.9130434782609,22.343478260869563,51.082608695652176,1.3502391304347827,Moderado
1.1,839.4130434782609,3.169565217391304,661.804347826087,68.0,1011.608695652174,71.0,1318.1304347826087,669.2826086956522,22.258695652173916,51.35652173913044,1.3502478260869566,Moderado
0.7,839.2608695652174,3.1913043478260867,663.0869565217391,36.0,1008.1739130434784,49.0,1319.608695652174,673.6521739130435,22.17391304347826,51.630434782608695,1.3502565217391305,Bajo
1.3,839.1086956521739,3.213043478260869,664.3695652173913,81.0,1004.7391304347826,71.0,1321.0869565217392,678.0217391304348,22.089130434782607,51.90434782608696,1.3502652173913043,Moderado
1.3,838.9565217391304,3.234782608695652,665.6521739130435,91.0,1001.304347826087,76.0,1322.5652173913045,682.3913043478261,22.00434782608696,52.17826086956522,1.3502739130434782,Moderado
1.0,838.804347826087,3.2565217391304344,666.9347826086956,65.0,997.8695652173913,67.0,1324.0434782608695,686.7608695652174,21.919565217391305,52.45217391304348,1.3502826086956523,Moderado
0.7,838.6521739130435,3.278260869565217,668.2173913043479,180.0,994.4347826086956,109.0,1325.5217391304348,691.1304347826087,21.83478260869565,52.72608695652174,1.3502913043478262,Alto
0.6,838.5,3.3,669.5,46.0,991.0,58.0,1327.0,695.5,21.75,53.0,1.3503,Moderado
0.7,838.3478260869565,3.3217391304347825,670.7826086956521,71.0,987.5652173913044,53.0,1328.4782608695652,699.8695652173913,21.66521739130435,53.27391304347826,1.350308695652174,Moderado
1.1,838.195652173913,3.343478260869565,672.0652173913044,92.0,984.1304347826087,52.0,1329.9565217391305,704.2391304347826,21.58043478260869,53.54782608695652,1.3503173913043478,Moderado
2.4,838.0434782608696,3.3652173913043475,673.3478260869565,201.0,980.695652173913,68.0,1331.4347826086955,708.6086956521739,21.495652173913044,53.82173913043478,1.350326086956522,Moderado
2.4,837.8913043478261,3.38695652173913,674.6304347826087,169.0,977.2608695652174,69.0,1332.9130434782608,712.9782608695652,21.410869565217396,54.095652173913045,1.3503347826086958,Moderado
2.3,837.7391304347826,3.408695652173913,675.9130434782609,158.0,973.8260869565216,83.0,1334.391304347826,717.3478260869565,21.32608695652174,54.369565217391305,1.3503434782608696,Moderado
2.2,837.5869565217391,3.430434782608696,677.195652173913,147.0,970.391304347826,99.0,1335.8695652173913,721.7173913043479,21.241304347826087,54.64347826086957,1.3503521739130435,Moderado
1.8,837.4347826086956,3.4521739130434783,678.4782608695652,119.0,966.9565217391304,101.0,1337.3478260869565,726.0869565217391,21.15652173913044,54.917391304347824,1.3503608695652174,Alto
2.0,837.2826086956521,3.473913043478261,679.7608695652174,114.0,963.5217391304348,104.0,1338.8260869565215,730.4565217391305,21.071739130434786,55.19130434782608,1.3503695652173913,Alto
1.5,837.1304347826087,3.4956521739130437,681.0434782608695,92.0,960.0869565217392,89.0,1340.304347826087,734.8260869565217,20.98695652173913,55.46521739130435,1.3503782608695654,Moderado
1.4,836.9782608695652,3.517391304347826,682.3260869565217,82.0,956.6521739130436,88.0,1341.7826086956522,739.195652173913,20.90217391304348,55.73913043478261,1.3503869565217392,Moderado
1.5,836.8260869565217,3.539130434782608,683.6086956521739,85.0,953.2173913043478,89.0,1343.2608695652175,743.5652173913044,20.817391304347822,56.01304347826087,1.350395652173913,Moderado
1.6,836.6739130434783,3.560869565217391,684.8913043478261,96.0,949.782608695652,92.0,1344.7391304347825,747.9347826086956,20.73260869565217,56.28695652173913,1.350404347826087,Moderado
1.9,836.5217391304348,3.5826086956521737,686.1739130434783,104.0,946.3478260869564,109.0,1346.2173913043478,752.304347826087,20.64782608695652,56.56086956521739,1.3504130434782609,Alto
2.0,836.3695652173913,3.604347826086957,687.4565217391304,101.0,942.9130434782608,107.0,1347.695652173913,756.6739130434783,20.56304347826087,56.83478260869565,1.3504217391304347,Alto
2.3,836.2173913043479,3.626086956521739,688.7391304347826,128.0,939.4782608695652,116.0,1349.1739130434785,761.0434782608695,20.47826086956522,57.10869565217391,1.3504304347826088,Alto
2.4,836.0652173913044,3.647826086956521,690.0217391304348,147.0,936.0434782608696,124.0,1350.6521739130435,765.4130434782609,20.393478260869564,57.38260869565217,1.3504391304347827,Alto
1.8,835.9130434782609,3.669565217391304,691.304347826087,115.0,932.608695652174,112.0,1352.1304347826087,769.7826086956522,20.308695652173917,57.65652173913043,1.3504478260869566,Alto
1.7,835.7608695652174,3.691304347826087,692.5869565217391,97.0,929.1739130434784,99.0,1353.608695652174,774.1521739130435,20.223913043478262,57.93043478260869,1.3504565217391304,Moderado
1.2,835.6086956521739,3.713043478260869,693.8695652173913,74.0,925.7391304347826,85.0,1355.086956521739,778.5217391304348,20.139130434782608,58.20434782608695,1.3504652173913043,Moderado
0.8,835.4565217391304,3.734782608695652,695.1521739130435,50.0,922.304347826087,69.0,1356.5652173913045,782.8913043478261,20.05434782608696,58.47826086956522,1.3504739130434782,Moderado
0.7,835.304347826087,3.7565217391304335,696.4347826086956,41.0,918.8695652173913,58.0,1358.0434782608695,787.2608695652174,19.969565217391303,58.75217391304348,1.3504826086956525,Moderado
0.6,835.1521739130435,3.778260869565217,697.7173913043479,36.0,915.4347826086956,49.0,1359.5217391304348,791.6304347826087,19.88478260869565,59.02608695652174,1.3504913043478262,Bajo
0.6,835.0,3.8,699.0,180.0,912.0,109.0,1361.0,796.0,19.8,59.3,1.3505,Alto
0.6,792.0,2.5,621.0,40.0,1015.0,56.0,1322.0,714.0,20.0,59.3,1.3681,Moderado
0.4,749.0,1.7,559.0,25.0,1145.0,33.0,1255.0,584.0,22.5,48.6,1.3077,Bajo
0.5,803.0,3.4,676.0,38.0,975.0,39.0,1303.0,676.0,19.5,57.0,1.2739,Bajo
0.7,818.0,4.3,726.0,38.0,921.0,43.0,1330.0,685.0,19.6,56.1,1.2651,Bajo
1.2,932.0,7.1,861.0,75.0,767.0,62.0,1483.0,894.0,20.7,53.3,1.287,Moderado
1.7,977.0,8.3,913.0,104.0,744.0,81.0,1512.0,977.0,24.7,41.8,1.2839,Moderado
1.8,1011.0,9.1,945.0,134.0,733.0,102.0,1570.0,1034.0,29.9,30.5,1.2616,Alto
1.5,975.0,7.7,887.0,85.0,829.0,86.0,1478.0,737.0,32.3,27.2,1.2933,Moderado
1.2,958.0,7.2,867.0,30.0,828.0,37.0,1468.0,660.0,34.3,24.5,1.3021,Moderado
1.1,903.0,5.8,805.0,49.0,886.0,64.0,1361.0,581.0,33.4,22.5,1.1398,Moderado
1.8,854.0,3.5,684.0,180.0,1020.0,109.0,1294.0,456.0,32.7,22.8,1.1069,Alto
1.8,890.0,4.7,749.0,180.0,953.0,109.0,1332.0,483.0,34.5,20.5,1.1028,Alto
1.8,962.0,6.7,845.0,180.0,877.0,109.0,1379.0,575.0,35.9,20.3,1.18,Alto
1.8,1028.0,8.9,934.0,180.0,786.0,109.0,1481.0,707.0,35.8,23.0,1.3323,Alto
1.8,1031.0,8.0,901.0,180.0,775.0,109.0,1502.0,628.0,33.5,29.0,1.4797,Alto
1.8,1087.0,9.0,938.0,180.0,690.0,109.0,1613.0,747.0,29.8,39.6,1.6324,Alto
1.8,1029.0,7.1,862.0,180.0,727.0,109.0,1539.0,733.0,27.9,43.1,1.6004,Alto
1.8,1070.0,8.8,932.0,180.0,685.0,109.0,1648.0,847.0,27.3,44.5,1.5885,Alto
1.8,1059.0,8.4,914.0,180.0,697.0,109.0,1617.0,895.0,26.0,47.6,1.5806,Alto
1.8,1125.0,9.3,952.0,180.0,646.0,109.0,1690.0,995.0,25.3,52.9,1.6765,Alto
1.8,1062.0,6.4,829.0,180.0,714.0,109.0,1592.0,846.0,24.5,56.3,1.7026,Alto
1.8,1049.0,6.9,853.0,180.0,699.0,109.0,1605.0,882.0,23.5,59.8,1.7141,Alto
1.8,999.0,7.3,871.0,180.0,711.0,109.0,1580.0,909.0,22.6,62.6,1.6945,Alto
1.8,947.0,5.9,808.0,180.0,768.0,109.0,1537.0,851.0,21.8,64.6,1.6721,Alto
1.8,904.0,4.8,753.0,180.0,809.0,109.0,1529.0,766.0,21.0,66.9,1.6454,Alto
1.8,894.0,3.5,681.0,180.0,843.0,109.0,1476.0,765.0,21.2,66.4,1.6468,Alto
1.8,875.0,3.0,654.0,180.0,897.0,109.0,1463.0,752.0,21.0,66.5,1.6344,Alto
1.8,870.0,2.8,637.0,180.0,947.0,109.0,1445.0,716.0,21.3,64.1,1.6043,Alto
1.8,952.0,4.8,756.0,180.0,809.0,109.0,1518.0,825.0,22.7,58.1,1.5856,Alto
1.8,949.0,3.9,705.0,180.0,859.0,109.0,1460.0,691.0,25.1,51.8,1.6304,Alto
1.8,1028.0,6.9,854.0,180.0,776.0,109.0,1561.0,761.0,29.5,39.0,1.5868,Alto
1.8,1003.0,6.8,849.0,180.0,800.0,109.0,1511.0,710.0,32.3,31.8,1.5128,Alto
1.8,934.0,5.0,763.0,180.0,872.0,109.0,1435.0,567.0,33.6,28.9,1.4792,Alto
1.8,872.0,4.0,710.0,180.0,956.0,109.0,1377.0,493.0,31.9,28.2,1.3116,Alto
1.8,852.0,3.5,684.0,180.0,982.0,109.0,1343.0,477.0,32.5,25.9,1.2437,Alto
1.8,881.0,4.1,715.0,180.0,955.0,109.0,1352.0,502.0,34.1,23.4,1.2307,Alto
1.8,942.0,5.4,783.0,180.0,898.0,109.0,1397.0,568.0,36.2,21.4,1.2664,Alto
1.8,1038.0,8.6,925.0,180.0,746.0,109.0,1534.0,714.0,35.6,22.6,1.2984,Alto
1.8,1042.0,8.8,932.0,180.0,752.0,109.0,1530.0,717.0,33.6,25.7,1.3101,Alto
1.8,1181.0,13.7,1107.0,180.0,590.0,109.0,1807.0,935.0,29.9,35.2,1.4603,Alto
1.8,1116.0,11.8,1044.0,180.0,613.0,109.0,1694.0,954.0,28.3,39.2,1.4826,Alto
1.8,1062.0,8.6,923.0,180.0,697.0,109.0,1602.0,839.0,27.0,43.0,1.5118,Alto
1.8,1085.0,9.2,948.0,180.0,680.0,109.0,1635.0,880.0,26.2,46.8,1.5669,Alto
1.8,1161.0,12.2,1057.0,180.0,613.0,109.0,1764.0,1026.0,25.1,51.5,1.621,Alto
1.8,1053.0,7.8,891.0,180.0,690.0,109.0,1589.0,898.0,24.1,55.3,1.6363,Alto
1.8,956.0,4.5,740.0,180.0,831.0,109.0,1474.0,717.0,23.8,57.8,1.677,Alto
1.8,859.0,2.9,646.0,180.0,951.0,109.0,1376.0,607.0,23.7,56.2,1.6255,Alto
1.8,813.0,1.8,566.0,180.0,1123.0,109.0,1328.0,501.0,24.8,52.2,1.6086,Alto
1.8,815.0,1.7,565.0,180.0,1127.0,109.0,1350.0,541.0,22.9,59.4,1.6353,Alto
1.8,902.0,3.9,706.0,180.0,877.0,109.0,1463.0,708.0,22.0,62.3,1.6266,Alto
1.8,1017.0,7.6,885.0,180.0,726.0,109.0,1609.0,884.0,21.5,64.0,1.6256,Alto
1.8,1336.0,23.3,1385.0,180.0,477.0,109.0,2133.0,1357.0,22.6,60.3,1.6287,Alto
1.8,1393.0,30.7,1567.0,180.0,416.0,109.0,2381.0,1562.0,23.8,56.5,1.64,Alto
1.8,1271.0,20.4,1308.0,180.0,517.0,109.0,2007.0,1411.0,25.7,50.6,1.6475,Alto
1.8,1169.0,13.7,1107.0,180.0,607.0,109.0,1818.0,1175.0,27.8,45.4,1.6751,Alto
1.8,1143.0,11.8,1043.0,180.0,643.0,109.0,1747.0,1079.0,29.9,39.6,1.6397,Alto
1.8,1084.0,10.1,980.0,180.0,679.0,109.0,1653.0,923.0,31.6,34.7,1.589,Alto
1.8,1051.0,9.3,950.0,180.0,715.0,109.0,1644.0,748.0,31.5,34.4,1.5665,Alto
1.8,1020.0,7.6,882.0,180.0,765.0,109.0,1553.0,635.0,31.2,35.0,1.5669,Alto
1.8,1111.0,13.1,1088.0,180.0,635.0,109.0,1719.0,884.0,33.0,31.4,1.5583,Alto
1.8,1125.0,12.2,1056.0,180.0,645.0,109.0,1716.0,929.0,33.8,29.2,1.5143,Alto
1.8,1099.0,11.9,1048.0,180.0,657.0,109.0,1711.0,779.0,33.0,29.5,1.4613,Alto
1.8,1132.0,14.1,1121.0,180.0,611.0,109.0,1757.0,906.0,32.3,30.2,1.4347,Alto
1.8,1077.0,11.3,1025.0,180.0,629.0,109.0,1677.0,772.0,28.4,38.4,1.4616,Alto
1.8,1076.0,10.3,988.0,180.0,648.0,109.0,1649.0,883.0,26.9,43.2,1.5052,Alto
1.8,1070.0,10.8,1008.0,180.0,656.0,109.0,1649.0,963.0,26.0,43.6,1.4407,Alto
1.8,1052.0,9.4,956.0,180.0,675.0,109.0,1581.0,987.0,25.0,47.6,1.4872,Alto
1.8,988.0,7.1,862.0,180.0,736.0,109.0,1539.0,893.0,24.6,50.9,1.5508,Alto
1.8,926.0,5.1,769.0,180.0,836.0,109.0,1467.0,801.0,24.0,55.6,1.6381,Alto
1.8,925.0,4.7,749.0,180.0,826.0,109.0,1482.0,739.0,23.5,58.3,1.6672,Alto
1.8,869.0,2.9,648.0,180.0,953.0,109.0,1401.0,644.0,22.7,60.8,1.6519,Alto
1.8,832.0,2.1,593.0,180.0,1049.0,109.0,1347.0,558.0,24.1,55.5,1.6481,Alto
1.8,854.0,2.9,645.0,180.0,954.0,109.0,1399.0,602.0,22.5,60.9,1.6424,Alto
1.8,913.0,4.3,726.0,180.0,861.0,109.0,1487.0,737.0,22.0,64.5,1.6847,Alto
1.8,976.0,6.6,840.0,180.0,756.0,109.0,1555.0,885.0,22.3,62.9,1.6754,Alto
1.8,1309.0,21.0,1323.0,180.0,505.0,109.0,2098.0,1360.0,23.1,60.0,1.6711,Alto
1.8,1333.0,26.2,1460.0,180.0,443.0,109.0,2231.0,1455.0,24.7,55.1,1.6872,Alto
1.8,1209.0,16.1,1182.0,180.0,546.0,109.0,1911.0,1255.0,27.7,46.1,1.6852,Alto
1.8,1180.0,15.3,1157.0,180.0,568.0,109.0,1874.0,1202.0,29.8,38.8,1.6029,Alto
1.8,1204.0,16.5,1196.0,180.0,552.0,109.0,1884.0,1250.0,31.5,32.6,1.478,Alto
1.8,1143.0,14.1,1119.0,180.0,610.0,109.0,1770.0,1103.0,31.8,30.5,1.4083,Alto
1.8,1120.0,12.2,1058.0,180.0,626.0,109.0,1716.0,1049.0,31.4,31.8,1.441,Alto
2.9,1030.0,8.9,935.0,180.0,726.0,109.0,1583.0,791.0,32.5,28.7,1.3796,Alto
1.9,1058.0,11.0,1016.0,209.0,673.0,101.0,1625.0,832.0,33.8,25.8,1.3338,Alto
1.4,1040.0,7.6,882.0,132.0,756.0,71.0,1560.0,635.0,34.5,28.6,1.5393,Moderado
2.0,1093.0,10.1,981.0,166.0,666.0,82.0,1676.0,733.0,32.7,33.0,1.5987,Moderado
2.7,1184.0,14.1,1119.0,243.0,594.0,104.0,1806.0,912.0,31.4,35.4,1.5972,Alto
